area,Country/Region,Lat,Long,cases
Rains County,TX,34.9020377,-101.7979613,1
Randall County,TX,31.2903569,-101.5248055,73
Reagan County,TX,29.8851459,-99.8124935,0
Real County,TX,33.6072302,-94.976654,0
Red River County,TX,31.4307975,-103.7289167,0
Reeves County,TX,28.3465339,-97.1359377,0
Refugio County,TX,35.8540979,-100.8903099,0
Roberts County,TX,31.0080004,-96.4929797,0
Robertson County,TX,32.8721646,-96.365157,2
Rockwall County,TX,31.8714508,-99.9912254,24
Runnels County,TX,32.1741887,-94.8105955,0
Rusk County,TX,31.2974233,-93.8248241,16
Sabine County,TX,31.4699363,-94.1513764,0
San Augustine County,TX,30.5187687,-95.1432068,9
San Jacinto County,TX,27.9999695,-97.5247243,8
San Patricio County,TX,31.238909,-98.7481167,9
San Saba County,TX,30.9234947,-100.5296115,0
Schleicher County,TX,32.6937844,-100.8903099,0
Scurry County,TX,32.8242297,-99.2785583,0
Shackelford County,TX,31.8343021,-94.1513764,0
Shelby County,TX,36.2643429,-101.9804613,40
Sherman County,TX,32.3352505,-95.3102505,0
Smith County,TX,32.2547696,-97.7416703,101
Somervell County,TX,26.6215167,-98.7481167,0
Starr County,TX,32.7399935,-98.8400144,7
Stephens County,TX,31.781493,-101.0711758,1
Sterling County,TX,33.1114912,-100.1703257,0
Stonewall County,TX,30.5598827,-100.5296115,0
Sutton County,TX,34.5532757,-101.7979613,0
Swisher County,TX,32.7732044,-97.3516558,4
Tarrant County,TX,32.2455088,-99.8124935,876
Taylor County,TX,30.2348611,-102.1632718,68
Terrell County,TX,33.0909654,-102.3463875,0
Terry County,TX,33.1814565,-99.2785583,10
Throckmorton County,TX,33.2493126,-94.976654,0
Titus County,TX,31.3839017,-100.439656,7
Tom Green County,TX,30.2097015,-97.6982272,39
Travis County,TX,31.0687648,-95.1432068,856
Trinity County,TX,30.7324447,-94.315422,4
Tyler County,TX,32.7099747,-94.976654,2
Upshur County,TX,31.3384843,-101.9804613,9
Upton County,TX,29.3342663,-99.8124935,0
Uvalde County,TX,29.8687682,-101.1617356,6
Val Verde County,TX,32.4936974,-95.8142885,12
Van Zandt County,TX,28.7712909,-97.0068393,10
Victoria County,TX,30.6815394,-95.6457951,87
Walker County,TX,29.9751629,-96.0255738,38
Waller County,TX,31.5395559,-103.1279039,18
Ward County,TX,30.2352956,-96.365157,0
Washington County,TX,27.8174487,-99.0128926,37
Webb County,TX,29.3690932,-96.1526985,206
Wharton County,TX,35.3830893,-100.3497895,28
Wheeler County,TX,33.9309651,-98.7481167,0
Wichita County,TX,34.0688089,-99.2785583,56
Wilbarger County,TX,26.4948223,-97.6982272,1
Willacy County,TX,30.7591685,-97.6982272,5
Williamson County,TX,29.2683783,-98.0465185,119
Wilson County,TX,31.76846,-103.0817903,11
Winkler County,TX,33.2895861,-97.6982272,1
Wise County,TX,32.8296216,-95.3520876,5
Wood County,TX,33.2114703,-102.8975098,6
Yoakum County,TX,33.2200087,-98.7481167,0
